timestamp,cpu
datetime,float
,
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,98.5
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,99.5
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,99.5
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
19/09/18 23:39,100.0
